"iteration","coverage","feasible","violation","best_cov_so_far","true_evals","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16"
124,845885,1,0,845885,134,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
125,798453,1,0,845885,135,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
126,612427,1,0,845885,136,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
127,826306,1,0,845885,137,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
128,759950,0,1,845885,138,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
129,854260,0,1,845885,139,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
130,759950,1,0,845885,140,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
131,741416,1,0,845885,141,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
132,845932,0,1,845885,142,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
133,843074,0,3,845885,143,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0
134,872611,1,0,872611,144,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
135,747936,1,0,872611,145,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
136,872611,0,1,872611,146,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0
137,913580,0,1,872611,147,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
138,807113,0,1,872611,148,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
139,811587,1,0,872611,149,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
140,761612,1,0,872611,150,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
141,744935,1,0,872611,151,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
142,796768,0,1,872611,152,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
143,862969,1,0,872611,153,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
144,740153,1,0,872611,154,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
145,803514,0,1,872611,155,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
146,868970,0,1,872611,156,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
147,834426,0,1,872611,157,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
148,667846,1,0,872611,158,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
149,775523,1,0,872611,159,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
150,806301,1,0,872611,160,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
151,620718,1,0,872611,161,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
152,825853,1,0,872611,162,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
153,874254,0,1,872611,163,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
154,810056,1,0,872611,164,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
155,790435,0,1,872611,165,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
156,785886,1,0,872611,166,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
157,784798,1,0,872611,167,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
158,757120,1,0,872611,168,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
159,835629,0,1,872611,169,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
160,822275,1,0,872611,170,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
161,767755,1,0,872611,171,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
162,697686,0,1,872611,172,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
163,819773,0,1,872611,173,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0
164,796768,1,0,872611,174,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
165,577998,1,0,872611,175,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
166,759039,1,0,872611,176,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
167,713381,1,0,872611,177,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
168,830940,1,0,872611,178,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
169,823679,1,0,872611,179,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
170,734825,0,1,872611,180,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
171,845885,0,1,872611,181,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
172,832082,0,1,872611,182,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
173,788716,1,0,872611,183,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
174,741207,1,0,872611,184,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
175,791499,1,0,872611,185,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
176,762184,0,1,872611,186,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
177,747859,1,0,872611,187,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
178,769668,1,0,872611,188,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
179,757120,1,0,872611,189,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
180,813913,1,0,872611,190,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
181,780411,1,0,872611,191,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
182,875247,1,0,875247,192,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
183,788522,1,0,875247,193,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
184,736881,1,0,875247,194,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
185,775197,1,0,875247,195,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
186,730869,1,0,875247,196,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
187,783038,0,1,875247,197,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
188,791859,1,0,875247,198,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
189,727907,0,1,875247,199,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
190,753823,1,0,875247,200,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
191,871482,1,0,875247,201,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
192,747055,1,0,875247,202,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
193,814583,1,0,875247,203,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
194,731655,0,1,875247,204,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
195,816689,1,0,875247,205,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
196,821129,1,0,875247,206,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
197,743650,0,1,875247,207,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
198,690856,1,0,875247,208,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
199,813779,1,0,875247,209,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
200,803079,1,0,875247,210,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
201,642370,1,0,875247,211,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
202,758456,1,0,875247,212,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
203,771560,1,0,875247,213,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
204,808453,1,0,875247,214,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
205,731379,1,0,875247,215,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
206,681314,1,0,875247,216,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
207,741416,1,0,875247,217,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
208,792550,1,0,875247,218,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
209,852294,1,0,875247,219,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
210,697820,1,0,875247,220,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
211,769793,1,0,875247,221,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
212,629799,1,0,875247,222,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
213,823841,1,0,875247,223,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
214,788120,0,1,875247,224,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
215,739948,1,0,875247,225,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
216,851637,0,1,875247,226,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
217,729803,1,0,875247,227,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
218,782096,1,0,875247,228,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
219,617201,1,0,875247,229,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
220,719355,1,0,875247,230,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
221,875247,0,1,875247,231,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
222,816689,1,0,875247,232,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
223,817595,1,0,875247,233,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
224,762184,1,0,875247,234,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
225,730031,1,0,875247,235,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
226,662170,1,0,875247,236,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
227,564312,1,0,875247,237,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
228,747899,1,0,875247,238,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
229,840868,1,0,875247,239,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
230,748754,1,0,875247,240,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
231,767242,0,1,875247,241,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
232,633901,1,0,875247,242,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
233,753983,1,0,875247,243,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
234,749289,1,0,875247,244,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
235,758247,1,0,875247,245,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
236,732415,1,0,875247,246,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
237,585642,1,0,875247,247,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
238,780411,1,0,875247,248,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
239,423215,1,0,875247,249,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
240,871482,1,0,875247,250,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
241,824426,1,0,875247,251,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
242,741207,1,0,875247,252,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
243,812132,1,0,875247,253,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
244,806296,0,1,875247,254,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
245,797422,1,0,875247,255,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
246,734100,0,1,875247,256,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
247,801631,1,0,875247,257,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
248,871482,1,0,875247,258,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
249,581950,1,0,875247,259,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
250,783132,1,0,875247,260,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
