"generation","best_feasible","penalty_weight","instance","seed"
31,13129507,0.1,3,1003
32,13129507,0.1,3,1003
33,13129507,0.1,3,1003
34,13243936,0.1,3,1003
35,13243936,0.1,3,1003
36,13243936,0.1,3,1003
37,13243936,0.1,3,1003
38,13243936,0.1,3,1003
39,13243936,0.1,3,1003
40,13243936,0.1,3,1003
41,13243936,0.1,3,1003
42,13243936,0.1,3,1003
43,13243936,0.1,3,1003
44,13243936,0.1,3,1003
45,13243936,0.1,3,1003
46,13243936,0.1,3,1003
47,13243936,0.1,3,1003
48,13243936,0.1,3,1003
49,13243936,0.1,3,1003
50,13275073,0.1,3,1003
51,13275073,0.1,3,1003
52,13275073,0.1,3,1003
53,13275073,0.1,3,1003
54,13275073,0.1,3,1003
55,13275073,0.1,3,1003
56,13275073,0.1,3,1003
57,13275073,0.1,3,1003
58,13275073,0.1,3,1003
59,13275073,0.1,3,1003
60,13275073,0.1,3,1003
61,13275073,0.1,3,1003
62,13275073,0.1,3,1003
63,13275073,0.1,3,1003
64,13275073,0.1,3,1003
65,13275073,0.1,3,1003
66,13275073,0.1,3,1003
67,13275073,0.1,3,1003
68,13275073,0.1,3,1003
69,13275073,0.1,3,1003
70,13275073,0.1,3,1003
71,13325447,0.1,3,1003
72,13326861,0.1,3,1003
73,13326861,0.1,3,1003
74,13326861,0.1,3,1003
75,13326861,0.1,3,1003
76,13326861,0.1,3,1003
77,13326861,0.1,3,1003
78,13326861,0.1,3,1003
79,13326861,0.1,3,1003
80,13326861,0.1,3,1003
81,13326861,0.1,3,1003
82,13326861,0.1,3,1003
83,13326861,0.1,3,1003
84,13326861,0.1,3,1003
85,13326861,0.1,3,1003
86,13326861,0.1,3,1003
87,13326861,0.1,3,1003
88,13326861,0.1,3,1003
89,13326861,0.1,3,1003
90,13326861,0.1,3,1003
91,13326861,0.1,3,1003
92,13326861,0.1,3,1003
93,13326861,0.1,3,1003
94,13326861,0.1,3,1003
95,13326861,0.1,3,1003
96,13326861,0.1,3,1003
97,13326861,0.1,3,1003
98,13326861,0.1,3,1003
99,13326861,0.1,3,1003
100,13326861,0.1,3,1003
1,13063536,1,3,1003
2,13129507,1,3,1003
3,13129507,1,3,1003
4,13129507,1,3,1003
5,13129507,1,3,1003
6,13129507,1,3,1003
7,13129507,1,3,1003
8,13129507,1,3,1003
9,13129507,1,3,1003
10,13129507,1,3,1003
11,13129507,1,3,1003
12,13129507,1,3,1003
13,13129507,1,3,1003
14,13129507,1,3,1003
15,13129507,1,3,1003
16,13129507,1,3,1003
17,13129507,1,3,1003
18,13129507,1,3,1003
19,13129507,1,3,1003
20,13129507,1,3,1003
21,13129507,1,3,1003
22,13129507,1,3,1003
23,13129507,1,3,1003
24,13129507,1,3,1003
25,13129507,1,3,1003
26,13129507,1,3,1003
27,13129507,1,3,1003
28,13129507,1,3,1003
29,13129507,1,3,1003
30,13129507,1,3,1003
31,13129507,1,3,1003
32,13129507,1,3,1003
33,13129507,1,3,1003
34,13243936,1,3,1003
35,13243936,1,3,1003
36,13243936,1,3,1003
37,13243936,1,3,1003
38,13243936,1,3,1003
39,13243936,1,3,1003
40,13243936,1,3,1003
41,13243936,1,3,1003
42,13243936,1,3,1003
43,13243936,1,3,1003
44,13243936,1,3,1003
45,13243936,1,3,1003
46,13243936,1,3,1003
47,13243936,1,3,1003
48,13243936,1,3,1003
49,13243936,1,3,1003
50,13275073,1,3,1003
51,13275073,1,3,1003
52,13275073,1,3,1003
53,13275073,1,3,1003
54,13275073,1,3,1003
55,13275073,1,3,1003
56,13275073,1,3,1003
57,13275073,1,3,1003
58,13275073,1,3,1003
59,13275073,1,3,1003
60,13275073,1,3,1003
61,13275073,1,3,1003
62,13275073,1,3,1003
63,13275073,1,3,1003
64,13275073,1,3,1003
65,13275073,1,3,1003
66,13275073,1,3,1003
67,13275073,1,3,1003
68,13275073,1,3,1003
69,13275073,1,3,1003
70,13275073,1,3,1003
71,13325447,1,3,1003
72,13326861,1,3,1003
73,13326861,1,3,1003
74,13326861,1,3,1003
75,13326861,1,3,1003
76,13326861,1,3,1003
77,13326861,1,3,1003
78,13326861,1,3,1003
79,13326861,1,3,1003
80,13326861,1,3,1003
81,13326861,1,3,1003
82,13326861,1,3,1003
83,13326861,1,3,1003
84,13326861,1,3,1003
85,13326861,1,3,1003
86,13326861,1,3,1003
87,13326861,1,3,1003
88,13326861,1,3,1003
89,13326861,1,3,1003
90,13326861,1,3,1003
91,13326861,1,3,1003
92,13326861,1,3,1003
93,13326861,1,3,1003
94,13326861,1,3,1003
95,13326861,1,3,1003
96,13326861,1,3,1003
97,13326861,1,3,1003
98,13326861,1,3,1003
99,13326861,1,3,1003
100,13326861,1,3,1003
1,13063536,2,3,1003
2,13129507,2,3,1003
3,13129507,2,3,1003
4,13129507,2,3,1003
5,13129507,2,3,1003
6,13129507,2,3,1003
7,13129507,2,3,1003
8,13129507,2,3,1003
9,13129507,2,3,1003
10,13129507,2,3,1003
11,13129507,2,3,1003
12,13129507,2,3,1003
13,13129507,2,3,1003
14,13129507,2,3,1003
15,13129507,2,3,1003
16,13129507,2,3,1003
17,13129507,2,3,1003
18,13129507,2,3,1003
19,13129507,2,3,1003
20,13129507,2,3,1003
21,13129507,2,3,1003
22,13129507,2,3,1003
23,13129507,2,3,1003
24,13129507,2,3,1003
25,13129507,2,3,1003
26,13129507,2,3,1003
27,13129507,2,3,1003
28,13129507,2,3,1003
29,13129507,2,3,1003
30,13129507,2,3,1003
31,13129507,2,3,1003
32,13129507,2,3,1003
33,13129507,2,3,1003
34,13243936,2,3,1003
35,13243936,2,3,1003
36,13243936,2,3,1003
37,13243936,2,3,1003
38,13243936,2,3,1003
39,13243936,2,3,1003
40,13243936,2,3,1003
41,13243936,2,3,1003
42,13243936,2,3,1003
43,13243936,2,3,1003
44,13243936,2,3,1003
45,13243936,2,3,1003
46,13243936,2,3,1003
47,13243936,2,3,1003
48,13243936,2,3,1003
49,13243936,2,3,1003
50,13275073,2,3,1003
51,13275073,2,3,1003
52,13275073,2,3,1003
53,13275073,2,3,1003
54,13275073,2,3,1003
55,13275073,2,3,1003
56,13275073,2,3,1003
57,13275073,2,3,1003
58,13275073,2,3,1003
59,13275073,2,3,1003
60,13275073,2,3,1003
61,13275073,2,3,1003
62,13275073,2,3,1003
63,13275073,2,3,1003
64,13275073,2,3,1003
65,13275073,2,3,1003
66,13275073,2,3,1003
67,13275073,2,3,1003
68,13275073,2,3,1003
69,13275073,2,3,1003
70,13275073,2,3,1003
71,13325447,2,3,1003
72,13326861,2,3,1003
73,13326861,2,3,1003
74,13326861,2,3,1003
75,13326861,2,3,1003
76,13326861,2,3,1003
77,13326861,2,3,1003
78,13326861,2,3,1003
79,13326861,2,3,1003
80,13326861,2,3,1003
81,13326861,2,3,1003
82,13326861,2,3,1003
83,13326861,2,3,1003
84,13326861,2,3,1003
85,13326861,2,3,1003
86,13326861,2,3,1003
87,13326861,2,3,1003
88,13326861,2,3,1003
89,13326861,2,3,1003
90,13326861,2,3,1003
91,13326861,2,3,1003
92,13326861,2,3,1003
93,13326861,2,3,1003
94,13326861,2,3,1003
95,13326861,2,3,1003
96,13326861,2,3,1003
97,13326861,2,3,1003
98,13326861,2,3,1003
99,13326861,2,3,1003
100,13326861,2,3,1003
1,13063536,5,3,1003
2,13129507,5,3,1003
3,13129507,5,3,1003
4,13129507,5,3,1003
5,13129507,5,3,1003
6,13129507,5,3,1003
7,13129507,5,3,1003
8,13129507,5,3,1003
9,13129507,5,3,1003
10,13129507,5,3,1003
11,13129507,5,3,1003
12,13129507,5,3,1003
13,13129507,5,3,1003
14,13129507,5,3,1003
15,13129507,5,3,1003
16,13129507,5,3,1003
17,13129507,5,3,1003
18,13129507,5,3,1003
19,13129507,5,3,1003
20,13129507,5,3,1003
21,13129507,5,3,1003
22,13129507,5,3,1003
23,13129507,5,3,1003
24,13129507,5,3,1003
25,13129507,5,3,1003
26,13129507,5,3,1003
27,13129507,5,3,1003
28,13129507,5,3,1003
29,13129507,5,3,1003
30,13129507,5,3,1003
31,13129507,5,3,1003
32,13129507,5,3,1003
33,13129507,5,3,1003
34,13243936,5,3,1003
35,13243936,5,3,1003
36,13243936,5,3,1003
37,13243936,5,3,1003
38,13243936,5,3,1003
39,13243936,5,3,1003
40,13243936,5,3,1003
41,13243936,5,3,1003
42,13243936,5,3,1003
43,13243936,5,3,1003
44,13243936,5,3,1003
45,13243936,5,3,1003
46,13243936,5,3,1003
47,13243936,5,3,1003
48,13243936,5,3,1003
49,13243936,5,3,1003
50,13275073,5,3,1003
51,13275073,5,3,1003
52,13275073,5,3,1003
53,13275073,5,3,1003
54,13275073,5,3,1003
55,13275073,5,3,1003
56,13275073,5,3,1003
57,13275073,5,3,1003
58,13275073,5,3,1003
59,13275073,5,3,1003
60,13275073,5,3,1003
61,13275073,5,3,1003
62,13275073,5,3,1003
63,13275073,5,3,1003
64,13275073,5,3,1003
65,13275073,5,3,1003
66,13275073,5,3,1003
67,13275073,5,3,1003
68,13275073,5,3,1003
69,13275073,5,3,1003
70,13275073,5,3,1003
71,13325447,5,3,1003
72,13326861,5,3,1003
73,13326861,5,3,1003
74,13326861,5,3,1003
75,13326861,5,3,1003
76,13326861,5,3,1003
77,13326861,5,3,1003
78,13326861,5,3,1003
79,13326861,5,3,1003
80,13326861,5,3,1003
81,13326861,5,3,1003
82,13326861,5,3,1003
83,13326861,5,3,1003
84,13326861,5,3,1003
85,13326861,5,3,1003
86,13326861,5,3,1003
87,13326861,5,3,1003
88,13326861,5,3,1003
89,13326861,5,3,1003
90,13326861,5,3,1003
91,13326861,5,3,1003
92,13326861,5,3,1003
93,13326861,5,3,1003
94,13326861,5,3,1003
95,13326861,5,3,1003
96,13326861,5,3,1003
97,13326861,5,3,1003
98,13326861,5,3,1003
99,13326861,5,3,1003
100,13326861,5,3,1003
1,13063536,10,3,1003
2,13129507,10,3,1003
3,13129507,10,3,1003
4,13129507,10,3,1003
5,13129507,10,3,1003
6,13129507,10,3,1003
7,13129507,10,3,1003
8,13129507,10,3,1003
9,13129507,10,3,1003
10,13129507,10,3,1003
11,13129507,10,3,1003
12,13129507,10,3,1003
13,13129507,10,3,1003
14,13129507,10,3,1003
15,13129507,10,3,1003
16,13129507,10,3,1003
17,13129507,10,3,1003
18,13129507,10,3,1003
19,13129507,10,3,1003
20,13129507,10,3,1003
21,13129507,10,3,1003
22,13129507,10,3,1003
23,13129507,10,3,1003
24,13129507,10,3,1003
25,13129507,10,3,1003
26,13129507,10,3,1003
27,13129507,10,3,1003
28,13129507,10,3,1003
29,13129507,10,3,1003
30,13129507,10,3,1003
31,13129507,10,3,1003
32,13129507,10,3,1003
33,13129507,10,3,1003
34,13243936,10,3,1003
35,13243936,10,3,1003
36,13243936,10,3,1003
37,13243936,10,3,1003
38,13243936,10,3,1003
39,13243936,10,3,1003
40,13243936,10,3,1003
41,13243936,10,3,1003
42,13243936,10,3,1003
43,13243936,10,3,1003
44,13243936,10,3,1003
45,13243936,10,3,1003
46,13243936,10,3,1003
47,13243936,10,3,1003
48,13243936,10,3,1003
49,13243936,10,3,1003
50,13275073,10,3,1003
51,13275073,10,3,1003
52,13275073,10,3,1003
53,13275073,10,3,1003
54,13275073,10,3,1003
55,13275073,10,3,1003
56,13275073,10,3,1003
57,13275073,10,3,1003
58,13275073,10,3,1003
59,13275073,10,3,1003
60,13275073,10,3,1003
61,13275073,10,3,1003
62,13275073,10,3,1003
63,13275073,10,3,1003
64,13275073,10,3,1003
65,13275073,10,3,1003
66,13275073,10,3,1003
67,13275073,10,3,1003
68,13275073,10,3,1003
69,13275073,10,3,1003
70,13275073,10,3,1003
71,13325447,10,3,1003
72,13326861,10,3,1003
73,13326861,10,3,1003
74,13326861,10,3,1003
75,13326861,10,3,1003
76,13326861,10,3,1003
77,13326861,10,3,1003
78,13326861,10,3,1003
79,13326861,10,3,1003
80,13326861,10,3,1003
81,13326861,10,3,1003
82,13326861,10,3,1003
83,13326861,10,3,1003
84,13326861,10,3,1003
85,13326861,10,3,1003
86,13326861,10,3,1003
87,13326861,10,3,1003
88,13326861,10,3,1003
89,13326861,10,3,1003
90,13326861,10,3,1003
91,13326861,10,3,1003
92,13326861,10,3,1003
93,13326861,10,3,1003
94,13326861,10,3,1003
95,13326861,10,3,1003
96,13326861,10,3,1003
97,13326861,10,3,1003
98,13326861,10,3,1003
99,13326861,10,3,1003
100,13326861,10,3,1003
1,12727140,0.1,4,1004
2,12887152,0.1,4,1004
3,12936697,0.1,4,1004
4,12936697,0.1,4,1004
5,12936697,0.1,4,1004
6,13047683,0.1,4,1004
7,13047683,0.1,4,1004
8,13047683,0.1,4,1004
9,13047683,0.1,4,1004
10,13047683,0.1,4,1004
11,13047683,0.1,4,1004
12,13113414,0.1,4,1004
13,13113414,0.1,4,1004
14,13113414,0.1,4,1004
15,13113414,0.1,4,1004
16,13113414,0.1,4,1004
17,13113414,0.1,4,1004
18,13113414,0.1,4,1004
19,13113414,0.1,4,1004
20,13113414,0.1,4,1004
21,13113414,0.1,4,1004
22,13113414,0.1,4,1004
23,13113414,0.1,4,1004
24,13113414,0.1,4,1004
25,13113414,0.1,4,1004
26,13113414,0.1,4,1004
27,13113414,0.1,4,1004
28,13113414,0.1,4,1004
29,13113414,0.1,4,1004
30,13113414,0.1,4,1004
31,13113414,0.1,4,1004
32,13113414,0.1,4,1004
33,13113414,0.1,4,1004
34,13113414,0.1,4,1004
35,13113414,0.1,4,1004
36,13199994,0.1,4,1004
37,13226368,0.1,4,1004
38,13226368,0.1,4,1004
39,13226368,0.1,4,1004
40,13226368,0.1,4,1004
41,13226368,0.1,4,1004
42,13226368,0.1,4,1004
43,13226368,0.1,4,1004
44,13226368,0.1,4,1004
45,13226368,0.1,4,1004
46,13226368,0.1,4,1004
47,13226368,0.1,4,1004
48,13226368,0.1,4,1004
49,13226368,0.1,4,1004
50,13226368,0.1,4,1004
51,13226368,0.1,4,1004
52,13226368,0.1,4,1004
53,13226368,0.1,4,1004
54,13265801,0.1,4,1004
55,13265801,0.1,4,1004
56,13265801,0.1,4,1004
57,13265801,0.1,4,1004
58,13265801,0.1,4,1004
59,13265801,0.1,4,1004
60,13265801,0.1,4,1004
61,13265801,0.1,4,1004
62,13265801,0.1,4,1004
63,13265801,0.1,4,1004
64,13265801,0.1,4,1004
65,13265801,0.1,4,1004
66,13265801,0.1,4,1004
67,13266231,0.1,4,1004
68,13266231,0.1,4,1004
69,13266231,0.1,4,1004
70,13266231,0.1,4,1004
71,13266231,0.1,4,1004
72,13266231,0.1,4,1004
73,13266231,0.1,4,1004
74,13266231,0.1,4,1004
75,13266231,0.1,4,1004
76,13266231,0.1,4,1004
77,13266231,0.1,4,1004
78,13266231,0.1,4,1004
79,13266231,0.1,4,1004
80,13266231,0.1,4,1004
81,13266231,0.1,4,1004
82,13266231,0.1,4,1004
83,13266231,0.1,4,1004
84,13266231,0.1,4,1004
85,13266231,0.1,4,1004
86,13266231,0.1,4,1004
87,13266231,0.1,4,1004
88,13266231,0.1,4,1004
89,13266231,0.1,4,1004
90,13266231,0.1,4,1004
91,13266231,0.1,4,1004
92,13266231,0.1,4,1004
93,13266231,0.1,4,1004
94,13266231,0.1,4,1004
95,13266231,0.1,4,1004
96,13266231,0.1,4,1004
97,13266231,0.1,4,1004
98,13266231,0.1,4,1004
99,13266231,0.1,4,1004
100,13266231,0.1,4,1004
1,12727140,1,4,1004
2,12887152,1,4,1004
3,12936697,1,4,1004
4,12936697,1,4,1004
5,12936697,1,4,1004
6,13047683,1,4,1004
7,13047683,1,4,1004
8,13047683,1,4,1004
9,13047683,1,4,1004
10,13047683,1,4,1004
11,13047683,1,4,1004
12,13113414,1,4,1004
13,13113414,1,4,1004
14,13113414,1,4,1004
15,13113414,1,4,1004
16,13113414,1,4,1004
17,13113414,1,4,1004
18,13113414,1,4,1004
19,13113414,1,4,1004
20,13113414,1,4,1004
21,13113414,1,4,1004
22,13113414,1,4,1004
23,13113414,1,4,1004
24,13113414,1,4,1004
25,13113414,1,4,1004
26,13113414,1,4,1004
27,13113414,1,4,1004
28,13113414,1,4,1004
29,13113414,1,4,1004
30,13113414,1,4,1004
31,13113414,1,4,1004
32,13113414,1,4,1004
33,13113414,1,4,1004
34,13113414,1,4,1004
35,13113414,1,4,1004
36,13199994,1,4,1004
37,13226368,1,4,1004
38,13226368,1,4,1004
39,13226368,1,4,1004
40,13226368,1,4,1004
41,13226368,1,4,1004
42,13226368,1,4,1004
43,13226368,1,4,1004
44,13226368,1,4,1004
45,13226368,1,4,1004
46,13226368,1,4,1004
47,13226368,1,4,1004
48,13226368,1,4,1004
49,13226368,1,4,1004
50,13226368,1,4,1004
51,13226368,1,4,1004
52,13226368,1,4,1004
53,13226368,1,4,1004
54,13265801,1,4,1004
55,13265801,1,4,1004
56,13265801,1,4,1004
57,13265801,1,4,1004
58,13265801,1,4,1004
59,13265801,1,4,1004
60,13265801,1,4,1004
61,13265801,1,4,1004
62,13265801,1,4,1004
63,13265801,1,4,1004
64,13265801,1,4,1004
65,13265801,1,4,1004
66,13265801,1,4,1004
67,13266231,1,4,1004
68,13266231,1,4,1004
69,13266231,1,4,1004
70,13266231,1,4,1004
71,13266231,1,4,1004
72,13266231,1,4,1004
73,13266231,1,4,1004
74,13266231,1,4,1004
75,13266231,1,4,1004
76,13266231,1,4,1004
77,13266231,1,4,1004
78,13266231,1,4,1004
79,13266231,1,4,1004
80,13266231,1,4,1004
81,13266231,1,4,1004
82,13266231,1,4,1004
83,13266231,1,4,1004
84,13266231,1,4,1004
85,13266231,1,4,1004
86,13266231,1,4,1004
87,13266231,1,4,1004
88,13266231,1,4,1004
89,13266231,1,4,1004
90,13266231,1,4,1004
91,13266231,1,4,1004
92,13266231,1,4,1004
93,13266231,1,4,1004
94,13266231,1,4,1004
95,13266231,1,4,1004
96,13266231,1,4,1004
97,13266231,1,4,1004
98,13266231,1,4,1004
99,13266231,1,4,1004
100,13266231,1,4,1004
1,12727140,2,4,1004
2,12887152,2,4,1004
3,12936697,2,4,1004
4,12936697,2,4,1004
5,12936697,2,4,1004
6,13047683,2,4,1004
7,13047683,2,4,1004
8,13047683,2,4,1004
9,13047683,2,4,1004
10,13047683,2,4,1004
11,13047683,2,4,1004
12,13113414,2,4,1004
13,13113414,2,4,1004
14,13113414,2,4,1004
15,13113414,2,4,1004
16,13113414,2,4,1004
17,13113414,2,4,1004
18,13113414,2,4,1004
19,13113414,2,4,1004
20,13113414,2,4,1004
21,13113414,2,4,1004
22,13113414,2,4,1004
23,13113414,2,4,1004
24,13113414,2,4,1004
25,13113414,2,4,1004
26,13113414,2,4,1004
27,13113414,2,4,1004
28,13113414,2,4,1004
29,13113414,2,4,1004
30,13113414,2,4,1004
31,13113414,2,4,1004
32,13113414,2,4,1004
33,13113414,2,4,1004
34,13113414,2,4,1004
35,13113414,2,4,1004
36,13199994,2,4,1004
37,13226368,2,4,1004
38,13226368,2,4,1004
39,13226368,2,4,1004
40,13226368,2,4,1004
41,13226368,2,4,1004
42,13226368,2,4,1004
43,13226368,2,4,1004
44,13226368,2,4,1004
45,13226368,2,4,1004
46,13226368,2,4,1004
47,13226368,2,4,1004
48,13226368,2,4,1004
49,13226368,2,4,1004
50,13226368,2,4,1004
51,13226368,2,4,1004
52,13226368,2,4,1004
53,13226368,2,4,1004
54,13265801,2,4,1004
55,13265801,2,4,1004
56,13265801,2,4,1004
57,13265801,2,4,1004
58,13265801,2,4,1004
59,13265801,2,4,1004
60,13265801,2,4,1004
61,13265801,2,4,1004
62,13265801,2,4,1004
63,13265801,2,4,1004
64,13265801,2,4,1004
65,13265801,2,4,1004
66,13265801,2,4,1004
67,13266231,2,4,1004
68,13266231,2,4,1004
69,13266231,2,4,1004
70,13266231,2,4,1004
71,13266231,2,4,1004
72,13266231,2,4,1004
73,13266231,2,4,1004
74,13266231,2,4,1004
75,13266231,2,4,1004
76,13266231,2,4,1004
77,13266231,2,4,1004
78,13266231,2,4,1004
79,13266231,2,4,1004
80,13266231,2,4,1004
81,13266231,2,4,1004
82,13266231,2,4,1004
83,13266231,2,4,1004
84,13266231,2,4,1004
85,13266231,2,4,1004
86,13266231,2,4,1004
87,13266231,2,4,1004
88,13266231,2,4,1004
89,13266231,2,4,1004
90,13266231,2,4,1004
91,13266231,2,4,1004
92,13266231,2,4,1004
93,13266231,2,4,1004
94,13266231,2,4,1004
95,13266231,2,4,1004
96,13266231,2,4,1004
97,13266231,2,4,1004
98,13266231,2,4,1004
99,13266231,2,4,1004
100,13266231,2,4,1004
1,12727140,5,4,1004
2,12887152,5,4,1004
3,12936697,5,4,1004
4,12936697,5,4,1004
5,12936697,5,4,1004
6,13047683,5,4,1004
7,13047683,5,4,1004
8,13047683,5,4,1004
9,13047683,5,4,1004
10,13047683,5,4,1004
11,13047683,5,4,1004
12,13113414,5,4,1004
13,13113414,5,4,1004
14,13113414,5,4,1004
15,13113414,5,4,1004
16,13113414,5,4,1004
17,13113414,5,4,1004
18,13113414,5,4,1004
19,13113414,5,4,1004
20,13113414,5,4,1004
21,13113414,5,4,1004
22,13113414,5,4,1004
23,13113414,5,4,1004
24,13113414,5,4,1004
25,13113414,5,4,1004
26,13113414,5,4,1004
27,13113414,5,4,1004
28,13113414,5,4,1004
29,13113414,5,4,1004
30,13113414,5,4,1004
31,13113414,5,4,1004
32,13113414,5,4,1004
33,13113414,5,4,1004
34,13113414,5,4,1004
35,13113414,5,4,1004
36,13199994,5,4,1004
37,13226368,5,4,1004
38,13226368,5,4,1004
39,13226368,5,4,1004
40,13226368,5,4,1004
41,13226368,5,4,1004
42,13226368,5,4,1004
43,13226368,5,4,1004
44,13226368,5,4,1004
45,13226368,5,4,1004
46,13226368,5,4,1004
47,13226368,5,4,1004
48,13226368,5,4,1004
49,13226368,5,4,1004
50,13226368,5,4,1004
51,13226368,5,4,1004
52,13226368,5,4,1004
53,13226368,5,4,1004
54,13265801,5,4,1004
55,13265801,5,4,1004
56,13265801,5,4,1004
57,13265801,5,4,1004
58,13265801,5,4,1004
59,13265801,5,4,1004
60,13265801,5,4,1004
61,13265801,5,4,1004
62,13265801,5,4,1004
63,13265801,5,4,1004
64,13265801,5,4,1004
65,13265801,5,4,1004
66,13265801,5,4,1004
67,13266231,5,4,1004
68,13266231,5,4,1004
69,13266231,5,4,1004
70,13266231,5,4,1004
71,13266231,5,4,1004
72,13266231,5,4,1004
73,13266231,5,4,1004
74,13266231,5,4,1004
75,13266231,5,4,1004
76,13266231,5,4,1004
77,13266231,5,4,1004
78,13266231,5,4,1004
79,13266231,5,4,1004
80,13266231,5,4,1004
81,13266231,5,4,1004
82,13266231,5,4,1004
83,13266231,5,4,1004
84,13266231,5,4,1004
85,13266231,5,4,1004
86,13266231,5,4,1004
87,13266231,5,4,1004
88,13266231,5,4,1004
89,13266231,5,4,1004
90,13266231,5,4,1004
91,13266231,5,4,1004
92,13266231,5,4,1004
93,13266231,5,4,1004
94,13266231,5,4,1004
95,13266231,5,4,1004
96,13266231,5,4,1004
97,13266231,5,4,1004
98,13266231,5,4,1004
99,13266231,5,4,1004
100,13266231,5,4,1004
1,12727140,10,4,1004
2,12887152,10,4,1004
3,12936697,10,4,1004
4,12936697,10,4,1004
5,12936697,10,4,1004
6,13047683,10,4,1004
7,13047683,10,4,1004
8,13047683,10,4,1004
9,13047683,10,4,1004
10,13047683,10,4,1004
11,13047683,10,4,1004
12,13113414,10,4,1004
13,13113414,10,4,1004
14,13113414,10,4,1004
15,13113414,10,4,1004
16,13113414,10,4,1004
17,13113414,10,4,1004
18,13113414,10,4,1004
19,13113414,10,4,1004
20,13113414,10,4,1004
21,13113414,10,4,1004
22,13113414,10,4,1004
23,13113414,10,4,1004
24,13113414,10,4,1004
25,13113414,10,4,1004
26,13113414,10,4,1004
27,13113414,10,4,1004
28,13113414,10,4,1004
29,13113414,10,4,1004
30,13113414,10,4,1004
31,13113414,10,4,1004
32,13113414,10,4,1004
33,13113414,10,4,1004
34,13113414,10,4,1004
35,13113414,10,4,1004
36,13199994,10,4,1004
37,13226368,10,4,1004
38,13226368,10,4,1004
39,13226368,10,4,1004
40,13226368,10,4,1004
41,13226368,10,4,1004
42,13226368,10,4,1004
43,13226368,10,4,1004
44,13226368,10,4,1004
45,13226368,10,4,1004
46,13226368,10,4,1004
47,13226368,10,4,1004
48,13226368,10,4,1004
49,13226368,10,4,1004
50,13226368,10,4,1004
51,13226368,10,4,1004
52,13226368,10,4,1004
53,13226368,10,4,1004
54,13265801,10,4,1004
55,13265801,10,4,1004
56,13265801,10,4,1004
57,13265801,10,4,1004
58,13265801,10,4,1004
59,13265801,10,4,1004
60,13265801,10,4,1004
61,13265801,10,4,1004
62,13265801,10,4,1004
63,13265801,10,4,1004
64,13265801,10,4,1004
65,13265801,10,4,1004
66,13265801,10,4,1004
67,13266231,10,4,1004
68,13266231,10,4,1004
69,13266231,10,4,1004
70,13266231,10,4,1004
71,13266231,10,4,1004
72,13266231,10,4,1004
73,13266231,10,4,1004
74,13266231,10,4,1004
75,13266231,10,4,1004
76,13266231,10,4,1004
77,13266231,10,4,1004
78,13266231,10,4,1004
79,13266231,10,4,1004
80,13266231,10,4,1004
81,13266231,10,4,1004
82,13266231,10,4,1004
83,13266231,10,4,1004
84,13266231,10,4,1004
85,13266231,10,4,1004
86,13266231,10,4,1004
87,13266231,10,4,1004
88,13266231,10,4,1004
89,13266231,10,4,1004
90,13266231,10,4,1004
91,13266231,10,4,1004
92,13266231,10,4,1004
93,13266231,10,4,1004
94,13266231,10,4,1004
95,13266231,10,4,1004
96,13266231,10,4,1004
97,13266231,10,4,1004
98,13266231,10,4,1004
99,13266231,10,4,1004
100,13266231,10,4,1004
1,12893016,0.1,5,1005
2,12893016,0.1,5,1005
3,12893016,0.1,5,1005
4,13250039,0.1,5,1005
5,13250039,0.1,5,1005
6,13250039,0.1,5,1005
7,13307077,0.1,5,1005
8,13307077,0.1,5,1005
9,13307077,0.1,5,1005
10,13307077,0.1,5,1005
11,13307077,0.1,5,1005
12,13307077,0.1,5,1005
13,13307077,0.1,5,1005
14,13307077,0.1,5,1005
15,13307077,0.1,5,1005
16,13307077,0.1,5,1005
17,13307077,0.1,5,1005
18,13307077,0.1,5,1005
19,13307077,0.1,5,1005
20,13307077,0.1,5,1005
21,13307077,0.1,5,1005
22,13307077,0.1,5,1005
23,13307077,0.1,5,1005
24,13307077,0.1,5,1005
25,13307077,0.1,5,1005
26,13307077,0.1,5,1005
27,13307077,0.1,5,1005
28,13307077,0.1,5,1005
29,13307077,0.1,5,1005
30,13307077,0.1,5,1005
31,13307077,0.1,5,1005
32,13307077,0.1,5,1005
33,13307077,0.1,5,1005
34,13307077,0.1,5,1005
35,13307077,0.1,5,1005
36,13307077,0.1,5,1005
37,13307077,0.1,5,1005
38,13307077,0.1,5,1005
39,13307077,0.1,5,1005
40,13307077,0.1,5,1005
41,13307077,0.1,5,1005
42,13307077,0.1,5,1005
43,13307077,0.1,5,1005
44,13307077,0.1,5,1005
45,13307077,0.1,5,1005
46,13307077,0.1,5,1005
47,13307077,0.1,5,1005
48,13307077,0.1,5,1005
49,13307077,0.1,5,1005
50,13307077,0.1,5,1005
51,13307077,0.1,5,1005
52,13307077,0.1,5,1005
53,13307077,0.1,5,1005
54,13307077,0.1,5,1005
55,13307077,0.1,5,1005
56,13307077,0.1,5,1005
57,13307077,0.1,5,1005
58,13357054,0.1,5,1005
59,13357054,0.1,5,1005
60,13357054,0.1,5,1005
61,13357054,0.1,5,1005
62,13357054,0.1,5,1005
63,13357054,0.1,5,1005
64,13357054,0.1,5,1005
65,13357054,0.1,5,1005
66,13357054,0.1,5,1005
67,13357054,0.1,5,1005
68,13357054,0.1,5,1005
